ID_games;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;ID_publisher
8986;1.99;0.58;0;0.09;2.66;569
8987;1.59;0.8;0;0.26;2.65;570
8988;1.15;1.11;0;0.4;2.65;571
8989;1.56;0.88;0;0.22;2.65;572
8990;0.86;1.11;0.01;0.66;2.65;573
8991;0;0;2.65;0;2.65;574
8992;2;0.5;0.12;0.03;2.65;575
8993;1.53;0.87;0;0.24;2.64;576
8994;2;0.47;0.02;0.14;2.63;577
8995;0.76;1.1;0.12;0.65;2.63;578
8996;1.53;0.82;0.04;0.24;2.63;579
8997;1.7;0.46;0.06;0.41;2.63;580
8998;2.15;0.12;0;0.36;2.62;581
8999;1.07;1.06;0.24;0.25;2.62;582
9000;1.55;0.81;0.04;0.21;2.62;583
9001;0.59;1.79;0.01;0.23;2.62;584
9002;2.31;0.14;0.01;0.16;2.62;585
9003;0.63;0.84;0.96;0.19;2.61;586
9004;0.9;1.22;0.04;0.44;2.61;587
9005;1.02;0.52;0.92;0.14;2.6;588
9006;1.86;0.55;0.11;0.08;2.6;589
9007;0.48;1.63;0.04;0.43;2.59;590
9008;0.93;1.12;0.08;0.45;2.59;591
9009;2.03;0.21;0;0.35;2.59;592
9010;0.64;1.24;0.01;0.69;2.58;593
9011;0.89;1.33;0.07;0.28;2.58;594
9012;1.04;1.24;0.03;0.27;2.58;595
9013;0.37;0.27;1.75;0.18;2.58;596
9014;1.4;0.88;0.03;0.26;2.58;597
9015;1.31;0.74;0.31;0.22;2.57;598
9016;0.28;1.68;0.33;0.28;2.57;599
9017;1.76;0.56;0.03;0.22;2.57;600
9018;2.14;0.08;0;0.35;2.57;601
9019;1.7;0.59;0.21;0.07;2.56;602
9020;0.15;0;2.41;0;2.56;603
9021;2.11;0.23;0;0.22;2.56;604
9022;1.21;0.57;0.7;0.07;2.54;605
9023;1.13;0.87;0.29;0.25;2.54;606
9024;2.21;0.12;0;0.2;2.54;607
9025;2.36;0.14;0;0.03;2.53;608
9026;1.13;1.12;0.06;0.22;2.52;609
9027;1.55;0.75;0.16;0.06;2.52;610
9028;1.5;0.78;0;0.24;2.52;611
9029;0.49;0;0.52;1.51;2.52;612
9030;0.6;1.31;0.08;0.52;2.51;613
9031;2.29;0.02;0;0.19;2.5;614
9032;0.13;0.07;0.26;2.05;2.5;615
9033;1.28;0.14;1.08;0.01;2.5;616
9034;0.86;1.06;0.18;0.39;2.49;617
9035;1.84;0.56;0;0.09;2.49;618
9036;1.29;0.97;0;0.23;2.49;619
9037;1.81;0.52;0;0.15;2.49;620
9038;1.15;0.85;0.1;0.39;2.48;621
9039;1.38;0.85;0;0.25;2.48;622
9040;1.15;1.14;0.06;0.13;2.48;623
9041;1.72;0.44;0.05;0.27;2.48;624
9042;1.93;0.34;0;0.21;2.48;625
9043;2.1;0.2;0;0.17;2.47;626
9044;1.13;0.36;0.92;0.07;2.47;627
9045;1.67;0.58;0;0.2;2.46;628
9046;1.55;0.54;0.05;0.31;2.45;629
9047;0;0;2.43;0.02;2.45;630
9048;0.93;0.12;1.34;0.06;2.45;631
9049;2.12;0.25;0;0.07;2.44;632
9050;1.44;0.73;0.04;0.22;2.44;633
9051;0.87;0.98;0;0.59;2.44;634
9052;1.07;1.19;0;0.18;2.43;635
9053;1.52;0.82;0;0.1;2.43;636
9054;1.56;0.61;0.02;0.23;2.42;637
9055;1.26;0.61;0.46;0.08;2.42;638
9056;1.27;0.32;0.78;0.05;2.42;639
9057;0.29;1.18;0.54;0.41;2.42;640
9058;1.63;0.22;0.51;0.06;2.41;641
9059;2.07;0.26;0;0.08;2.41;642
9060;0.81;0.76;0.7;0.14;2.41;643
9061;1.43;0.76;0;0.22;2.41;644
9062;0.69;0;0.04;1.68;2.41;645
9063;2.07;0.08;0;0.26;2.4;646
9064;2.1;0.24;0;0.07;2.4;647
9065;0.77;0.18;1.42;0.03;2.4;648
9066;2.3;0.1;0;0;2.4;649
9067;2.15;0.18;0;0.07;2.39;650
9068;0.49;1.49;0.05;0.36;2.39;651
9069;1.74;0.48;0;0.18;2.39;652
9070;1.54;0.63;0;0.22;2.39;653
9071;1.49;0.81;0;0.1;2.39;654
9072;1.07;0.87;0.04;0.4;2.39;655
9073;1.48;0.71;0;0.2;2.39;656
9074;1.67;0.61;0.03;0.07;2.38;657
9075;1.02;0.97;0;0.39;2.38;658
9076;1.73;0.46;0.02;0.18;2.38;659
9077;1.94;0.39;0.03;0.02;2.38;660
9078;1;0.76;0.26;0.36;2.38;661
9079;1.46;0.54;0.01;0.37;2.38;662
9080;2.04;0.15;0;0.19;2.38;663
9081;1.16;0.91;0;0.3;2.38;664
9082;2.18;0.01;0;0.18;2.37;665
9083;2.28;0.02;0.08;0;2.37;666
9084;0.96;1.08;0.04;0.3;2.37;667
9085;1.25;0.86;0.01;0.26;2.37;668
9086;2.03;0.13;0;0.21;2.37;669
9087;1.38;0.74;0.02;0.22;2.36;670
9088;0.69;0.14;1.48;0.05;2.36;671
9089;1.07;1.05;0;0.23;2.35;672
9090;1.39;0.48;0.4;0.08;2.35;673
9091;0;0;2.34;0.01;2.35;674
9092;1.68;0.46;0.01;0.2;2.35;675
9093;1.32;0.83;0;0.2;2.34;676
9094;0.92;0;0.01;1.41;2.34;677
9095;1.2;0.9;0;0.24;2.34;678
9096;1.08;0.7;0.34;0.21;2.34;679
9097;1.27;0.86;0;0.2;2.33;680
9098;1.14;0.54;0.47;0.17;2.32;681
9099;1.93;0.14;0;0.24;2.32;682
9100;1.57;0.56;0;0.19;2.32;683
9101;0.78;0.4;1.06;0.07;2.32;684
9102;0.79;1.35;0.04;0.14;2.32;685
9103;0.85;1.06;0.09;0.32;2.31;686
9104;0.52;0.45;1.21;0.13;2.31;687
9105;1.58;0.64;0;0.09;2.31;688
9106;0.28;0;2.02;0.01;2.31;689
9107;1.65;0.46;0.1;0.1;2.31;690
9108;1.24;0.85;0;0.21;2.3;691
9109;0.95;1.06;0;0.29;2.3;692
9110;0.95;0.54;0.62;0.18;2.3;693
9111;1.08;0.75;0.15;0.31;2.29;694
9112;0.91;1.25;0;0.13;2.29;695
9113;1.23;0.68;0.04;0.34;2.29;696
9114;1.38;0.8;0;0.1;2.28;697
9115;0.3;1.27;0.46;0.26;2.28;698
9116;1.11;0.98;0;0.2;2.28;699
9117;0;0;2.28;0;2.28;700
9118;0.51;0.12;1.63;0.02;2.28;701
9119;0.38;0.07;0.01;1.82;2.28;702
9120;1.01;0.9;0;0.37;2.28;703
9121;1.05;0.77;0.1;0.36;2.28;704
9122;0.07;2;0.02;0.18;2.28;705
9123;1.12;0.39;0.64;0.12;2.27;706
9124;1.34;0.62;0;0.31;2.27;707
9125;1.07;0.92;0.04;0.24;2.27;708
9126;1.22;0.1;0.91;0.04;2.27;709
9127;0.9;0.73;0.54;0.09;2.26;710
9128;1.4;0.54;0.02;0.3;2.26;711
9129;1.19;0.84;0;0.23;2.26;712
9130;1.34;0.57;0.14;0.21;2.26;713
9131;0.28;0.79;0.87;0.32;2.25;714
9132;0.62;0.44;1.06;0.13;2.25;715
9133;1.52;0.46;0.2;0.08;2.25;716
9134;1.48;0.25;0.46;0.06;2.25;717
9135;1.93;0.15;0;0.17;2.25;718
9136;0.67;0.41;1.05;0.11;2.25;719
9137;0.51;0.51;0.91;0.32;2.25;720
9138;1.19;0.71;0.22;0.13;2.24;721
9139;1.29;0.83;0;0.11;2.23;722
9140;1.74;0.25;0.21;0.03;2.23;723
9141;1.42;0.61;0;0.21;2.23;724
9142;1.09;0.85;0;0.28;2.23;725
9143;1.27;0.62;0.18;0.16;2.22;726
9144;0.88;1.03;0;0.31;2.22;727
9145;1.71;0.32;0.02;0.18;2.22;728
9146;1;0.63;0.45;0.13;2.22;729
9147;1.03;0.98;0;0.21;2.22;730
9148;1.45;0.55;0.02;0.19;2.21;731
9149;1.47;0.55;0;0.19;2.21;732
9150;1.06;0.82;0.05;0.28;2.21;733
9151;1.78;0.24;0;0.18;2.2;734
9152;2.06;0.12;0;0.02;2.2;735
9153;2.01;0.02;0;0.17;2.2;736
9154;1.11;0.51;0.34;0.23;2.2;737
9155;0.15;0;2.05;0;2.2;738
9156;1.28;0.68;0.02;0.21;2.2;739
9157;1.06;0.91;0;0.23;2.2;740
9158;0.34;0.97;0.55;0.33;2.19;741
9159;1.17;0.78;0.02;0.22;2.19;742
9160;1.68;0.44;0;0.08;2.19;743
9161;0.87;0.17;1.1;0.05;2.19;744
9162;1.04;0.72;0.3;0.13;2.19;745
9163;0.59;1.07;0.07;0.45;2.19;746
9164;0;0;2.17;0.01;2.18;747
9165;1.92;0.2;0;0.06;2.18;748
9166;1.21;0.78;0.01;0.17;2.18;749
9167;1.97;0.07;0;0.13;2.18;750
9168;1.29;0.04;0.73;0.12;2.18;751
9169;1.48;0.17;0.47;0.06;2.17;752
9170;1.27;0.68;0.01;0.2;2.17;753
9171;1.6;0.46;0.08;0.03;2.17;754
9172;0.48;0.11;1.56;0.02;2.17;755
9173;1.23;0.83;0;0.1;2.16;756
9174;1.51;0.47;0;0.18;2.16;757
9175;1.5;0.55;0.02;0.08;2.15;758
9176;0.54;1.16;0.13;0.32;2.15;759
9177;0.14;0.03;1.98;0;2.15;760
9178;0.6;1.41;0;0.14;2.15;761
9179;0.52;1.03;0;0.59;2.14;762
9180;0.66;0;1.45;0.03;2.14;763
9181;0.01;0;2.13;0;2.14;764
9182;1.47;0.38;0.19;0.1;2.14;765
9183;1.2;0.84;0;0.1;2.14;766
9184;1.99;0.12;0;0.02;2.13;767
9185;1.04;0.81;0;0.27;2.13;768
9186;0.64;0.07;1.35;0.08;2.13;769
9187;0.82;0.37;0.89;0.05;2.13;770
9188;0.59;1.16;0.06;0.33;2.13;771
9189;0.93;0.97;0.02;0.21;2.12;772
9190;0.91;0.05;1.07;0.09;2.12;773
9191;1.47;0.09;0.45;0.11;2.12;774
9192;1.37;0.61;0.05;0.09;2.12;775
9193;0.83;0.33;0.92;0.04;2.12;776
9194;1.61;0.27;0.05;0.18;2.11;777
9195;1.2;0.62;0;0.29;2.11;778
9196;1.68;0.4;0;0.03;2.11;779
9197;0.11;1.34;0.4;0.26;2.11;780
9198;1.68;0.31;0.02;0.09;2.11;781
9199;0.9;0.45;0.63;0.13;2.11;782
9200;1.35;0.56;0;0.2;2.11;783
9201;0.63;0.21;1.13;0.13;2.11;784
9202;1.63;0.33;0;0.15;2.11;785
9203;0.94;0.07;1.05;0.04;2.1;786
9204;1.17;0.72;0;0.22;2.1;787
9205;1.54;0.44;0.04;0.07;2.1;788
9206;1.77;0.13;0.02;0.18;2.1;789
9207;1.41;0.51;0.01;0.17;2.1;790
9208;0.99;0.63;0.29;0.19;2.09;791
9209;0;0;1.96;0.14;2.09;792
9210;1.16;0.65;0.08;0.2;2.09;793
9211;1.26;0.6;0.05;0.18;2.09;794
9212;1.84;0.12;0.01;0.13;2.09;795
9213;1.97;0;0;0.12;2.09;796
9214;0.92;0.94;0;0.22;2.09;797
9215;0.7;0.93;0.14;0.32;2.09;798
9216;0.46;0.42;0.96;0.25;2.09;799
9217;1.77;0.32;0;0;2.08;800
9218;1.11;0.71;0;0.27;2.08;801
9219;0.63;1.02;0.05;0.39;2.08;802
9220;1.36;0.52;0;0.2;2.08;803
9221;0.97;0.33;0.73;0.06;2.08;804
9222;0.59;0.99;0.13;0.36;2.08;805
9223;2.04;0.04;0;0;2.08;806
9224;0.89;1.08;0;0.11;2.08;807
9225;0.79;0.94;0;0.35;2.08;808
9226;1.54;0.46;0;0.08;2.07;809
9227;0.63;0.42;0.75;0.26;2.07;810
9228;1.48;0.39;0;0.19;2.07;811
9229;0.75;0.54;0.54;0.23;2.07;812
9230;1.64;0.36;0;0.07;2.07;813
9231;1.04;0.8;0.01;0.22;2.06;814
9232;0.73;0.97;0.02;0.34;2.06;815
9233;1.2;0.63;0.04;0.19;2.06;816
9234;0.71;0.52;0.74;0.08;2.06;817
9235;1.15;0.77;0.04;0.1;2.06;818
9236;0.68;0.46;0.79;0.13;2.06;819
9237;1.06;0.62;0.13;0.25;2.06;820
9238;0.89;0.57;0.46;0.13;2.06;821
9239;0.73;0.92;0.04;0.37;2.05;822
9240;1.23;0.64;0;0.19;2.05;823
9241;1.43;0.33;0.04;0.25;2.05;824
9242;1.16;0.06;0.83;0;2.05;825
9243;1.47;0.48;0.05;0.06;2.05;826
9244;0.71;0.83;0.15;0.35;2.05;827
9245;1.75;0.25;0;0.05;2.05;828
9246;0.48;1.29;0.02;0.25;2.05;829
9247;1.11;0.27;0.53;0.14;2.04;830
9248;1.45;0.42;0.01;0.16;2.04;831
9249;0.73;1.09;0;0.23;2.04;832
9250;1.74;0.02;0;0.28;2.04;833
9251;0.71;1.02;0;0.31;2.04;834
9252;1.2;0.48;0.29;0.07;2.04;835
9253;0.58;1.06;0.03;0.37;2.04;836
9254;1.53;0.25;0;0.25;2.03;837
9255;1.25;0.61;0.13;0.05;2.03;838
9256;1.47;0.4;0;0.16;2.03;839
9257;1.57;0.18;0;0.27;2.03;840
9258;1.05;0.67;0;0.3;2.02;841
9259;1.81;0.05;0.01;0.15;2.02;842
9260;1.76;0.09;0;0.17;2.02;843
9261;0.82;0.98;0.04;0.18;2.02;844
9262;0.49;1.27;0;0.25;2.01;845
9263;1.2;0.62;0;0.18;2.01;846
9264;0.77;0.85;0.01;0.37;2;847
9265;0.89;0.45;0.53;0.13;2;848
9266;0.35;1.31;0.02;0.33;2;849
9267;0.52;0.16;1.29;0.03;2;850
9268;1.48;0.3;0;0.22;2;851
9269;0.95;0.64;0.27;0.13;1.99;852
9270;0.75;0.3;0.9;0.04;1.99;853
9271;1.21;0.64;0.05;0.09;1.99;854
9272;0.75;1.09;0.02;0.12;1.98;855
9273;0.93;0.27;0.75;0.04;1.98;856
9274;1.25;0.58;0;0.16;1.98;857
9275;1.11;0.63;0.07;0.16;1.98;858
9276;0.72;0.86;0.08;0.32;1.97;859
9277;0.99;0.8;0;0.18;1.97;860
9278;0.74;0.95;0;0.28;1.97;861
9279;1.2;0.59;0;0.19;1.97;862
9280;0.71;0.58;0.51;0.17;1.97;863
9281;1.01;0.64;0.02;0.3;1.97;864
9282;1.84;0.11;0;0.02;1.97;865
9283;1.22;0.57;0.02;0.15;1.96;866
9284;0.5;0.5;0.63;0.33;1.96;867
9285;1.13;0.37;0.41;0.05;1.96;868
9286;0.18;0.23;1.53;0.02;1.96;869
9287;0.79;0.03;1.05;0.08;1.96;870
9288;1.09;0.65;0.02;0.2;1.96;871
9289;1.3;0.49;0;0.16;1.95;872
9290;0.74;1.01;0;0.2;1.95;873
9291;1.26;0.61;0;0.09;1.95;874
9292;1.09;0.77;0;0.09;1.95;875
9293;1.69;0.2;0;0.06;1.95;876
9294;0.95;0.74;0;0.25;1.94;877
9295;0.49;1.26;0.01;0.18;1.94;878
9296;1.94;0;0;0;1.94;879
9297;0.59;1.23;0;0.13;1.94;880
9298;0.96;0.38;0.55;0.05;1.94;881
9299;1.09;0.15;0.65;0.04;1.94;882
9300;1.41;0.42;0.03;0.07;1.94;883
9301;1.42;0.4;0;0.12;1.94;884
9302;1;0.72;0;0.21;1.93;885
9303;1.15;0.61;0;0.17;1.93;886
9304;1.1;0.56;0;0.27;1.93;887
9305;1.48;0.39;0;0.06;1.93;888
9306;0.34;0.26;1.3;0.03;1.93;889
9307;1.06;0.6;0.2;0.07;1.93;890
9308;1.53;0.24;0;0.16;1.93;891
9309;0.56;0.89;0.1;0.37;1.93;892
9310;1.51;0;0.29;0.12;1.93;893
9311;0.86;0.87;0.01;0.17;1.92;894
9312;0.92;0.53;0.41;0.06;1.92;895
9313;0.73;0.97;0.01;0.22;1.92;896
9314;0.87;0.85;0;0.2;1.92;897
9315;0.76;0.96;0;0.2;1.92;898
9316;1.03;0.8;0;0.09;1.92;899
9317;0.94;0.73;0;0.25;1.92;900
9318;0.26;0.16;1.46;0.03;1.92;901
9319;1.06;0.67;0;0.18;1.92;902
9320;0.72;0.16;1.01;0.02;1.91;903
9321;1.14;0.57;0;0.19;1.91;904
9322;1.3;0.44;0;0.17;1.91;905
9323;0.77;0.78;0.04;0.31;1.91;906
9324;1.08;0.66;0;0.17;1.91;907
9325;1.03;0.75;0.03;0.09;1.9;908
9326;0.59;0.92;0.06;0.32;1.9;909
9327;0.73;0.91;0.03;0.22;1.89;910
9328;1.56;0.15;0;0.18;1.89;911
9329;0.21;0.3;1.33;0.04;1.89;912
9330;1.05;0.54;0.03;0.26;1.88;913
9331;1.37;0.44;0;0.08;1.88;914
9332;0.92;0.72;0;0.24;1.88;915
9333;0.25;0.12;1.48;0.03;1.88;916
9334;0.89;0.69;0.09;0.21;1.88;917
9335;1.42;0.36;0.03;0.07;1.88;918
9336;0.47;0.08;0;1.33;1.87;919
9337;0.96;0.53;0.3;0.09;1.87;920
9338;0.22;1.47;0.04;0.14;1.87;921
9339;0.53;0.16;1.07;0.1;1.87;922
9340;0.73;0.62;0.4;0.12;1.87;923
9341;0.87;0.52;0.41;0.06;1.86;924
9342;1.75;0.03;0;0.08;1.86;925
9343;1.12;0.69;0.03;0.02;1.86;926
9344;0.94;0.44;0.39;0.1;1.86;927
9345;1.37;0.41;0.04;0.04;1.86;928
9346;0;1.37;0;0.49;1.86;929
9347;0.64;0.92;0.01;0.29;1.86;930
9348;0.91;0.71;0;0.24;1.86;931
9349;1.34;0.37;0;0.15;1.86;932
9350;0.62;0.42;0.69;0.12;1.86;933
9351;0.85;0.71;0.13;0.16;1.86;934
9352;0.61;0.59;0.55;0.11;1.85;935
9353;1.33;0.49;0;0.03;1.85;936
9354;0.83;0.82;0;0.2;1.85;937
9355;1.26;0.18;0.35;0.06;1.85;938
9356;0.8;0.19;0.83;0.03;1.85;939
9357;1.05;0.49;0.08;0.23;1.85;940
9358;0;1.1;0.42;0.33;1.84;941
9359;0.97;0.34;0.35;0.18;1.84;942
9360;1.53;0.05;0;0.25;1.84;943
9361;0.83;0.06;0.93;0;1.83;944
9362;1.31;0.49;0;0.03;1.83;945
9363;0.84;0.76;0;0.23;1.83;946
9364;1.33;0.4;0.03;0.07;1.83;947
9365;0.46;1.02;0.07;0.28;1.83;948
9366;0.25;0.07;1.49;0.02;1.83;949
9367;1.09;0.54;0.02;0.17;1.83;950
9368;0.92;0.33;0.52;0.05;1.83;951
9369;0.61;0.34;0.79;0.09;1.82;952
9370;1.24;0.43;0.03;0.12;1.82;953
9371;1.73;0.07;0;0.02;1.82;954
9372;1.81;0;0;0;1.82;955
9373;0.91;0.74;0.07;0.09;1.82;956
9374;0.22;0.21;1.35;0.03;1.81;957
9375;0.55;0.84;0.11;0.31;1.81;958
9376;1.05;0.59;0;0.18;1.81;959
9377;1.1;0.51;0.12;0.08;1.81;960
9378;0.78;0.44;0.56;0.04;1.81;961
9379;0.88;0.69;0;0.23;1.81;962
9380;1;0.03;0;0.77;1.8;963
9381;0.93;0.59;0.21;0.07;1.8;964
9382;1.66;0;0.01;0.13;1.8;965
9383;1.41;0.21;0.03;0.16;1.8;966
9384;1;0.68;0;0.12;1.8;967
9385;0.49;0.96;0.07;0.27;1.79;968
9386;1.26;0.39;0.08;0.06;1.79;969
9387;0.52;0.88;0.06;0.34;1.79;970
9388;1.05;0.57;0.03;0.14;1.78;971
9389;1.25;0.29;0;0.24;1.78;972
9390;0.23;0.03;1.49;0.03;1.78;973
9391;1.12;0.58;0;0.08;1.78;974
9392;0.39;1.01;0.02;0.36;1.78;975
9393;0.32;0.95;0.36;0.14;1.78;976
9394;0.45;0.94;0.06;0.33;1.78;977
9395;0.41;0.46;0.72;0.19;1.78;978
9396;0.93;0.57;0.14;0.13;1.77;979
9397;0.85;0.76;0;0.16;1.77;980
9398;1.16;0.45;0;0.16;1.77;981
9399;0.31;0.54;0.84;0.08;1.77;982
9400;1.59;0.03;0;0.15;1.77;983
9401;0.24;0.09;1.33;0.12;1.77;984
9402;0.63;0.06;1.03;0.04;1.77;985
9403;1.19;0.29;0.24;0.06;1.77;986
9404;1.07;0.45;0.01;0.24;1.77;987
9405;0.85;0.31;0.56;0.04;1.76;988
9406;1.27;0.42;0;0.07;1.76;989
9407;1.06;0.54;0;0.16;1.76;990
9408;0.93;0.38;0.4;0.06;1.76;991
9409;1.02;0.47;0.2;0.07;1.76;992
9410;0.53;0.12;1.09;0.02;1.76;993
9411;0.86;0.67;0;0.22;1.76;994
9412;1.23;0.46;0;0.07;1.76;995
9413;0.86;0.67;0;0.22;1.76;996
9414;0.72;0.69;0.04;0.31;1.76;997
9415;0.68;0.9;0.01;0.17;1.76;998
9416;1.26;0.47;0;0.03;1.76;999
9417;1.11;0.48;0;0.16;1.76;1000
;0.52;0.95;0;0.29;1.76;
;0.35;1.07;0.02;0.32;1.76;
;0.61;0.87;0.02;0.26;1.76;
;1.68;0.04;0;0.04;1.75;
;0.9;0.37;0.25;0.24;1.75;
;1.24;0.45;0;0.07;1.75;
;0.06;0.9;0.53;0.27;1.75;
;1;0.54;0.03;0.18;1.75;
;0.7;0.13;0.91;0.01;1.75;
;0.94;0.34;0.21;0.27;1.75;
;0.79;0.14;0.8;0.02;1.75;
;0.83;0.66;0.08;0.18;1.75;
;0.85;0.66;0.01;0.22;1.75;
;1.25;0.46;0;0.03;1.75;
;0.72;0.89;0.04;0.1;1.74;
;0.63;0.49;0.45;0.17;1.74;
;0.83;0.63;0.02;0.25;1.74;
;1.19;0.4;0;0.16;1.74;
;0.69;0.89;0.03;0.14;1.74;
;0.96;0.61;0.01;0.16;1.74;
;1.69;0.04;0;0.01;1.74;
